i,j,gwl,std_gwl,rl_elevati,nztm_x,nztm_y
181,607,60.464000000000006,2.776,82.96399000000001,1551475.0,5183487.0
181,781,8.687495,1.951604787961696,9.7149925,1568845.5,5183469.0
181,790,5.941198000000002,1.569681830369357,7.137996000000002,1569761.8,5183436.4
181,793,5.50566,0.913821016871865,6.219993333333334,1570071.3333333333,5183418.666666666
181,794,5.197495,1.937602287961696,6.199995,1570154.7499999995,5183485.0
181,806,3.6799975,1.945604787961696,4.249992500000001,1571345.0,5183429.5
181,810,3.89,0.214,5.010000000000002,1571704.0,5183443.0
181,811,3.079995,1.401236525307797,5.024995000000002,1571842.0,5183442.500000001
181,818,1.769995,1.665236525307797,3.9,1572574.0,5183483.5
181,821,1.019995,1.375736525307797,2.72,1572898.5,5183400.499999999
181,829,0.064995,1.407231525307797,1.46,1573690.5,5183434.5
181,832,-0.405,1.429731525307797,0.86999,1573909.0,5183476.5
181,833,-0.179995,1.338236525307798,0.76499,1574081.0,5183469.499999999
181,838,-0.339996923076923,2.169167965905503,1.169223846153846,1574555.0,5183444.076923077
181,845,-0.399996666666667,1.73198203374373,1.479996666666667,1575244.3333333333,5183462.666666666
181,854,-0.02,1.364236525307798,1.074995,1576119.0,5183469.499999999
181,855,0.77999,0.201,1.30999,1576261.0,5183400.0
181,863,1.249828333333333,1.733645367077063,2.466665,1577060.8333333333,5183447.666666666
182,628,56.25600000000001,2.308,71.596,1553505.0,5183386.0
182,687,28.950000000000003,1.1,45.13,1559481.0,5183385.0
182,784,7.62010888888889,2.254197156102751,8.896661111111111,1569174.8888888888,5183365.888888889
182,787,6.975079166666668,2.124560042179662,8.153328333333334,1569446.4166666667,5183368.833333333
182,789,5.98499,1.954102287961696,7.672492500000002,1569648.0,5183342.75
182,813,3.864424285714286,1.85248075043971,4.79571142857143,1572068.8571428573,5183347.714285715
182,821,1.587495,1.562231525307797,2.795,1572893.0,5183376.5
182,834,-0.32749,1.324236525307798,0.69499,1574132.5,5183360.5
182,847,-0.699995,1.488731525307797,1.01499,1575481.0,5183322.0
182,848,0.043994,2.044378440492476,1.378,1575564.6,5183335.2
182,849,0.033236470588235,2.245416809366701,1.591170588235294,1575654.176470588,5183338.058823529
182,850,-0.16625,2.258412669288645,1.458745,1575757.5,5183352.125
182,853,0.164995,1.964102287961696,1.2749975,1576051.0,5183342.0
182,856,-0.2475,1.428231525307798,1.07499,1576313.5,5183337.5
182,858,0.030003333333333,1.76631203374373,1.966663333333333,1576529.6666666667,5183336.0
183,608,65.13999000000001,3.888,82.71499,1551531.0,5183215.0
183,638,51.68000000000001,2.539,67.62,1554539.0,5183216.000000001
183,777,10.86749625,2.228538919288646,12.0374975,1568436.75,5183254.5
183,795,5.127137142857144,2.220834043384796,6.344277142857144,1570250.857142857,5183246.142857144
183,813,2.854995000000001,1.386236525307798,4.475000000000002,1572011.0,5183256.5
183,815,2.7362475,1.966604787961696,4.397495,1572262.0,5183257.25
183,816,2.4962425,1.657169406634747,4.59249625,1572339.75,5183258.5
183,821,1.272495,1.659736525307797,2.465,1572896.0,5183221.5
183,828,0.139995,1.425736525307797,2.16499,1573561.0,5183233.0
183,830,-0.41249,1.394731525307797,1.434995,1573728.5,5183200.5
183,832,-1.174995,1.456231525307797,0.904995,1573933.0,5183259.0
183,839,-0.059995,1.383731525307797,1.374995,1574637.5,5183254.5
183,844,-0.572505,1.317236525307797,1.299995,1575128.5,5183212.5
183,845,0.224610769230769,1.984747731242765,1.451533846153846,1575257.923076923,5183220.076923077
183,846,-0.058409090909091,2.305975046014177,1.414996363636364,1575349.0,5183256.318181817
183,850,0.12112375,2.225475794288645,1.62312125,1575748.6875,5183243.4375
183,851,0.30912125,1.631294406634747,1.54374375,1575872.75,5183257.25
184,576,70.289,0.02099,98.03399,1548375.0,5183199.0
184,644,49.56999,1.041,64.99999000000001,1555121.0,5183153.0
184,691,27.14599,0.333,42.970000000000006,1559803.0,5183187.0
184,740,19.42,0.377,21.17,1564701.0,5183187.0
184,768,11.57499,0.149,13.18,1567560.0,5183146.999999999
184,784,8.687392,2.089978440492476,9.589994,1569121.8,5183153.4
184,814,2.704854285714286,1.857766464725425,3.944282857142857,1572181.5714285711,5183158.857142856
184,816,2.61772,2.311338227832359,4.559993636363638,1572348.7272727273,5183157.636363637
184,818,1.672663333333333,1.72698203374373,2.91666,1572565.3333333333,5183138.333333333
184,834,-0.685,1.351231525307797,0.825,1574122.0,5183152.000000001
184,840,-0.047598,2.083711107159143,1.222662,1574738.7333333332,5183146.133333334
184,842,-0.12,1.372731525307797,1.494995,1574979.9999999995,5183157.000000001
184,845,-0.11125,2.232725794288645,1.36936875,1575248.625,5183140.75
184,846,-0.140003333333333,1.773648700410397,1.32333,1575316.3333333333,5183163.0
184,863,0.766796,1.569481830369357,1.999994,1577044.8,5183171.2
185,577,80.23699,4.254,97.29699,1548407.0,5183086.0
185,789,6.566330000000002,0.950487683538532,7.903333333333334,1569658.6666666667,5183042.333333333
185,799,5.046192,1.103987220246238,6.363992000000002,1570633.8,5183042.6
185,802,4.86449625,1.923728537961696,5.849995000000002,1570932.5,5183027.75
185,808,3.121245,2.234288919288645,4.03999375,1571569.75,5183055.0
185,810,3.562146153846154,2.162246427443965,4.496920000000001,1571761.0769230768,5183022.384615385
185,811,3.094995,2.190560875512995,4.66333,1571868.8333333333,5183045.833333333
185,813,2.95583,2.164892542179663,4.199993333333333,1572069.6666666667,5183063.833333333
185,816,2.3724925,2.040354787961696,4.10999,1572362.5,5183055.0
185,824,1.415,1.337736525307797,3.364990000000001,1573138.0,5183009.5
185,830,-0.787495,1.385231525307797,1.595,1573734.5,5183036.5
185,832,-0.769995,1.398736525307798,1.25499,1573957.0,5183046.5
185,841,0.367138571428571,1.873622179011139,1.689995714285714,1574862.5714285711,5183065.2857142845
185,842,0.14,0.476,1.35,1574993.0,5183096.0
185,849,0.605,1.436731525307798,1.569995,1575658.0,5183098.5
186,577,76.21299,2.973,96.611,1548423.0,5182985.0
186,780,8.468830000000002,1.723645367077063,10.464995,1568725.8333333333,5182948.833333333
186,783,8.463992000000003,2.065178440492476,10.531992,1569050.2,5182934.2
186,784,8.307359090909092,2.111477950503668,10.19272181818182,1569150.6363636365,5182946.818181817
186,803,4.206328333333335,1.71914703374373,5.409993333333334,1571018.3333333333,5182953.0
186,822,1.76666,1.892648700410396,2.959996666666667,1572951.0,5182956.0
186,831,-0.99499,1.368731525307797,1.06999,1573808.0,5182922.5
186,836,0.401998,1.610081830369357,2.031994,1574363.2,5182957.0
186,841,-0.08,1.759980367077063,1.279995,1574848.3333333333,5182972.666666666
186,843,0.318714285714286,1.583411743208911,1.304281428571429,1575058.7142857143,5182941.0
186,857,0.1345,0.197,1.55499,1576455.0,5182975.0
187,651,45.115,2.312,61.63,1555882.0,5182809.0
187,682,31.610000000000003,0.30599,46.849990000000005,1558903.0,5182887.0
187,763,12.2524925,1.930102287961696,13.3749975,1567022.0,5182840.5
187,777,9.4075,1.300231525307797,10.544995,1568494.0,5182825.5
187,784,8.317784210526316,2.158503621571027,10.415785789473684,1569149.3157894737,5182843.947368421
187,788,7.440495,1.383736525307797,8.207495,1569564.5,5182852.0
187,800,4.835796,1.565081830369357,6.379992000000002,1570730.0,5182873.0
187,814,2.750798000000001,1.848630135430916,4.024995000000002,1572147.6,5182866.7
187,816,1.902491666666667,2.216225875512996,4.093328333333333,1572358.0,5182838.666666666
187,819,1.4124975,1.995352287961696,3.2299975,1572616.0,5182849.250000001
187,830,0.50999,0.263,1.6,1573712.0,5182799.999999999
187,832,-1.045,1.377231525307797,1.01499,1573998.5,5182857.5
187,834,-0.523326666666667,1.747648700410396,1.406656666666667,1574183.0,5182817.333333333
187,839,-0.099165,2.179060875512996,1.519995,1574654.5,5182859.666666666
187,840,-0.270383076923077,2.330282815952857,1.310762307692308,1574730.1538461535,5182857.692307692
187,841,-0.664002,2.029978440492476,1.137998,1574868.8,5182841.6
187,849,1.549661111111111,2.001477928256574,4.167772222222222,1575654.5555555555,5182829.0
187,862,-0.5049925,1.941602287961696,0.764995,1576922.5,5182823.25
187,867,0.090755,1.919104787961696,1.1222425,1577448.25,5182858.0
188,698,22.969990000000003,0.88499,38.970000000000006,1560503.0,5182705.0
188,763,11.855993333333336,1.718648700410396,13.296663333333337,1567043.0,5182753.333333333
188,771,10.260000000000002,1.927102287961696,11.664995,1567884.75,5182766.75
188,788,7.491993000000002,2.304925745554036,9.374993,1569553.2,5182736.3
188,790,6.517996000000002,2.071378440492476,7.597996,1569753.8,5182731.2
188,799,5.888568571428572,2.198118329099081,7.39571,1570646.5714285711,5182755.857142856
188,805,3.408121875,2.217038919288645,4.003119375,1571263.6874999995,5182757.875
188,829,0.688995,2.290725745554036,2.757995,1573673.7,5182744.299999999
188,830,-0.424995,1.392731525307797,1.699995,1573713.0,5182733.499999999
188,831,-0.97999,1.387236525307797,0.954995,1573870.5,5182759.5
188,836,-0.004004,2.054576440492476,1.351996,1574360.4,5182737.0
188,840,-0.025856428571428,2.180976186241938,1.391424285714286,1574729.0714285711,5182733.499999999
188,841,0.035999,2.278224745554035,1.250995,1574859.8000000003,5182735.3
188,860,0.02999,0.321,1.45,1576757.0,5182790.0
189,644,48.18000000000001,0.179,61.68000000000001,1555105.0,5182677.000000001
189,657,41.294990000000006,1.64499,59.84,1556407.0,5182601.0
189,658,41.09199,0.81999,57.150000000000006,1556594.0,5182663.0
189,666,37.31,0.50999,53.11000000000001,1557303.0,5182634.999999999
189,673,34.599990000000005,0.30799,50.2,1558024.0,5182627.0
189,786,7.605548888888888,2.269198267213862,9.806662222222222,1569345.7777777775,5182659.666666666
189,792,6.133831666666668,1.729812033743729,7.346661666666668,1569945.1666666667,5182661.0
189,810,2.8319925,1.927354787961696,4.047495000000002,1571727.0,5182630.75
189,815,2.189097,2.061176440492476,4.258995000000002,1572263.9,5182635.2
189,830,-0.143998,2.178776440492476,1.86399,1573750.4,5182647.4
189,837,-0.165666,2.367107513907889,1.303328666666667,1574426.1333333333,5182651.8
189,839,0.038999,2.306825745554036,1.498992,1574672.6,5182645.799999999
189,849,1.199996666666667,1.739648700410396,2.489996666666667,1575641.0,5182629.666666666
189,856,0.419995,1.355231525307797,2.425,1576350.0,5182694.5
190,278,192.29100000000005,3.73399,206.75999,1518520.0,5182587.0
190,670,36.87499,0.865,50.959990000000005,1557762.0,5182509.0
190,778,8.664495000000002,2.113226708846329,9.905828333333334,1568549.1666666667,5182550.416666666
190,793,5.77443888888889,2.290419378324973,7.929995555555556,1570046.8888888888,5182551.444444444
190,802,4.334163333333334,1.72431203374373,6.068326666666668,1570929.6666666667,5182545.666666666
190,806,3.583656666666667,1.70231203374373,3.996663333333334,1571385.0,5182535.666666666
190,825,0.688245,1.346734025307797,2.124995,1573250.5,5182572.75
190,831,-0.197998,2.065578440492476,1.943998,1573828.6,5182562.6
190,832,-0.849995,1.375236525307797,1.184995,1573923.0,5182569.5
190,834,-0.779995,1.381736525307797,1.374995,1574101.0,5182592.5
190,837,-0.449228461538462,1.998670808165842,1.172299230769231,1574439.4615384613,5182568.769230769
190,838,-0.315005,1.358231525307797,1.35,1574567.0,5182555.5
190,860,0.18033,0.957491016871865,1.303323333333333,1576745.6666666667,5182526.666666666
190,873,0.571993333333333,1.019154350205198,1.698666666666667,1578032.6666666667,5182539.666666666
191,570,75.12999,0.794,98.98999,1547787.0,5182426.0
191,681,31.274990000000003,0.31799,45.68000000000001,1558844.0000000002,5182427.0
191,746,15.302194,1.648483830369357,17.543994000000005,1565316.6,5182423.4
191,763,12.17166,1.70931203374373,13.323323333333336,1567088.3333333333,5182489.666666666
191,779,7.864995,1.316236525307797,9.269995000000002,1568636.0000000002,5182476.5
191,788,7.323994000000002,1.609081830369357,9.183998,1569522.4,5182459.0
191,794,6.24171,1.842193607582568,7.785712857142858,1570121.1428571427,5182466.142857144
191,800,5.705710000000002,2.229261186241938,6.879992857142858,1570754.4285714286,5182458.142857142
191,802,4.780905454545456,2.306066409650541,5.848178181818182,1570964.818181818,5182429.636363637
191,818,1.509424285714286,1.853622179011139,3.191424285714286,1572525.857142857,5182463.714285715
191,823,0.811,0.20749,3.604995,1573063.5,5182404.0
191,833,-0.15999,0.289,1.19,1574028.0000000002,5182404.0
191,834,-0.88,1.379731525307797,1.319995,1574131.5,5182408.499999999
191,836,-0.584995,1.355231525307797,1.64499,1574334.5,5182426.5
191,848,1.392996,2.051376440492476,2.747994,1575549.4,5182459.2
191,864,-0.589995,1.351231525307797,0.47499,1577144.0,5182450.500000001
191,866,-0.46,0.46399,0.27,1577320.0,5182472.0
191,867,-0.235663333333333,1.777315367077063,0.53266,1577486.3333333333,5182479.666666666
191,868,-0.288495,1.963604787961696,0.413995,1577511.0,5182461.5
191,869,0.192194,1.638481830369357,1.324392,1577669.4,5182467.6
191,871,0.38699,0.35199,1.057,1577880.0,5182401.0
192,644,46.345000000000006,2.05299,62.209990000000005,1555168.0,5182338.0
192,677,32.769000000000005,0.596,47.61000000000001,1558494.0,5182387.0
192,691,24.922,0.28099,40.959990000000005,1559883.0,5182337.0
192,770,9.92999,1.927354787961696,10.984995,1567793.0,5182381.25
192,775,8.601398,1.055787220246238,9.531998,1568283.8000000003,5182323.0
192,777,8.677492500000001,1.986354787961696,9.942495,1568460.75,5182351.75
192,797,5.452495000000002,0.20349,6.86999,1570403.0,5182394.0
192,802,4.748922857142858,2.360367832714481,5.763567142857144,1570956.9285714286,5182354.0
192,804,4.165995000000001,2.279724745554036,4.857992,1571160.8,5182330.800000001
192,813,2.898567142857143,1.867622179011139,4.285707142857144,1572075.4285714286,5182332.857142856
192,831,0.52199375,1.948727287961696,1.9074925,1573872.375,5182324.625
192,839,0.37,0.18799,1.59,1574674.0,5182300.0
192,854,-0.105,1.375236525307797,2.7,1576128.0,5182377.5
192,860,-0.5295775,2.146476708846329,1.413329166666667,1576755.4166666667,5182347.75
193,797,5.689996666666668,1.73998203374373,6.413326666666668,1570431.3333333333,5182250.999999999
193,800,5.17121777777778,1.990145706034352,6.572217777777778,1570740.8888888888,5182263.444444444
193,803,4.470893,2.038177440492476,5.293996000000002,1571064.2,5182259.5
193,813,2.892138571428572,2.187404043384796,4.162852857142857,1572032.4285714286,5182238.571428572
193,827,0.50499,2.078778440492476,2.387992,1573437.0,5182217.4
193,842,0.86699,0.156495,1.54,1574916.5,5182281.0
193,846,1.518995,1.342484025307797,4.7849975,1575385.5,5182275.750000001
193,847,1.878328333333333,2.135392542179662,3.869995,1575465.6666666667,5182260.666666666
193,855,1.082993333333333,1.023154350205198,3.15333,1576238.0,5182226.0
193,858,-0.521996,2.086776440492476,1.377994,1576554.2,5182252.6
193,859,-0.372776111111111,2.161394208846329,1.338326666666667,1576647.5,5182234.388888889
193,867,-0.84249,1.456231525307797,0.33,1577438.0,5182239.5
193,870,-0.270495,1.363236525307797,1.152,1577730.5,5182266.5
194,645,45.11999,2.028,61.15999000000001,1555229.0,5182140.0
194,657,40.63,1.83599,57.65999000000001,1556491.0,5182189.0
194,691,24.06999,1.294,40.31999,1559885.0,5182179.0
194,751,12.99499,0.27399,15.07999,1565891.0,5182107.0
194,770,9.778496666666667,2.130560042179662,10.939997500000002,1567731.8333333333,5182135.916666666
194,776,8.538747500000001,1.329981525307797,9.525,1568349.75,5182195.0
194,791,6.265000000000002,1.356736525307797,7.684995000000002,1569865.0,5182172.0
194,800,5.0525,1.900352287961696,5.894997500000002,1570792.5,5182115.5
194,804,4.805876470588236,2.378856400579384,5.473522941176472,1571160.6470588236,5182156.764705883
194,808,3.8899975,1.958354787961696,4.494995000000001,1571540.75,5182133.000000001
194,809,3.19499,1.735645367077063,4.223326666666667,1571671.0,5182133.000000001
194,819,1.479137142857143,1.876765036153996,3.759998571428572,1572639.1428571427,5182140.2857142845
194,824,1.196998,2.294725745554035,3.352998,1573161.2,5182154.3
194,832,-0.053334444444444,2.276420489436084,1.597772222222222,1573936.6666666667,5182137.444444443
194,834,-0.24928,2.19511975767051,1.704284285714286,1574120.7142857143,5182144.428571428
194,836,0.0562525,1.935354787961696,1.749995,1574347.25,5182131.5
194,850,1.737495,1.358231525307797,2.71,1575755.0,5182121.5
194,854,0.9962475,1.965852287961696,3.127495,1576175.75,5182162.500000001
194,861,-0.11699,0.16699,1.67999,1576817.0,5182196.0
194,864,-0.25999,0.354,0.75999,1577174.0,5182171.0
194,870,0.0395,1.332231525307797,1.121995,1577800.0,5182116.5
195,628,52.15999000000001,2.082,70.11,1553532.0000000002,5182028.0
195,654,42.279990000000005,1.095,56.75000000000001,1556140.0000000002,5182075.0
195,679,31.88999,0.96399,45.65999,1558674.0,5182017.0
195,683,27.906990000000004,0.411,43.830000000000005,1559075.0,5182002.0
195,775,8.489993333333334,2.117227542179662,9.936661666666668,1568249.3333333335,5182055.833333334
195,794,5.347995000000002,1.327736525307798,7.715000000000002,1570186.5,5182019.0
195,800,4.985996,2.047378440492476,5.805994,1570773.6,5182041.8
195,803,5.2904125,2.324016963064296,5.924994166666668,1571054.0,5182069.000000001
195,814,2.665745,1.396734025307797,4.819992500000002,1572153.75,5182038.5
195,819,1.47311875,2.37250535995212,3.724993125,1572650.4375,5182042.4375
195,820,0.99099,0.407,3.11999,1572770.0,5182002.0
195,821,1.294438888888889,2.258642711658307,3.124436666666667,1572842.5555555555,5182056.888888889
195,829,-0.1681275,2.244913919288646,1.72249625,1573640.75,5182070.5
195,834,-0.253333333333333,1.097154350205198,1.89,1574119.3333333333,5182012.666666666
195,841,0.55566,0.945487683538532,1.449996666666667,1574854.6666666665,5182048.0
195,843,1.523326666666667,2.264420489436084,3.245551111111112,1575050.6666666667,5182074.555555556
195,868,-0.38499,0.46799,0.38999,1577507.9999999995,5182008.0
195,874,0.497,0.17299,1.12699,1578131.9999999995,5182044.0
196,760,11.296490000000002,0.090495,12.414995,1566733.0,5181996.0
196,771,9.099995,1.917852287961696,10.154990000000002,1567858.7499999995,5181973.75
196,778,7.426660000000002,1.727315367077063,9.209996666666669,1568528.6666666667,5181915.333333332
196,779,7.956995000000002,0.139495,9.81999,1568611.9999999995,5181989.5
196,784,7.506991666666668,2.122059208846329,8.856663333333335,1569132.3333333333,5181927.333333333
196,805,4.811992500000002,2.219788919288645,5.833746250000002,1571280.75,5181955.750000001
196,810,3.798541818181818,2.302975500559632,4.559996363636366,1571753.9090909092,5181924.090909091
196,816,2.115548888888889,2.270198267213862,3.789996666666667,1572342.6666666665,5181957.666666666
196,818,1.623495,1.447236525307798,3.78,1572563.5,5181959.0
196,820,1.313327777777778,2.262308267213862,3.133327777777778,1572741.7777777775,5181931.666666666
196,821,0.749995,1.327236525307797,2.624995,1572815.5,5181960.499999999
196,822,0.208995,1.383731525307797,1.758995,1572976.0,5181930.5
196,823,0.904995,1.378236525307797,1.69499,1573075.0,5181968.5
196,824,0.7024925,1.366231525307798,1.7024925,1573164.25,5181988.0
196,825,0.3225,1.997602287961696,1.4874975,1573249.0,5181965.25
196,826,0.46833,1.72498203374373,2.369993333333333,1573356.3333333333,5181969.666666666
196,832,0.144665,2.129225875512996,1.363326666666667,1573948.6666666667,5181976.833333332
196,835,0.06125,1.937104787961696,1.7699925,1574249.25,5181958.5
196,838,0.123,0.954157683538532,1.799993333333333,1574543.6666666667,5181992.0
196,858,0.367245,1.022110762653899,3.044995,1576589.2500000002,5181926.0
196,865,-0.31999,0.20399,0.34999,1577246.0,5181935.0
196,870,-0.244995,1.394236525307798,0.594995,1577734.0,5181938.500000001
196,871,-0.4775,1.411231525307797,0.869995,1577865.5,5181924.5
197,646,45.67399,1.513,60.31999,1555315.0,5181898.999999999
197,659,38.575,1.671,56.09,1556694.0,5181857.0
197,761,11.06999,1.343231525307797,12.394995000000002,1566859.5,5181889.5
197,764,10.581495,0.1355,11.474995,1567150.5,5181892.0
197,769,9.3982425,1.326986525307798,10.439995,1567620.75,5181858.5
197,785,6.854993333333334,2.137727542179662,8.474993333333334,1569256.6666666667,5181842.666666666
197,796,6.048995000000002,1.376231525307798,6.974995000000002,1570320.5,5181854.5
197,804,5.193997,2.288024745554035,5.899993,1571149.6,5181847.3
197,813,3.189994444444445,2.271863822769418,4.242217777777779,1572035.3333333333,5181830.0
197,822,0.209598,1.565681830369357,1.779598,1572943.8,5181878.0
197,825,0.364995,1.347231525307797,1.94,1573220.5,5181848.0
197,832,-0.375005,1.366731525307797,1.585,1573913.0,5181844.5
197,845,2.718995,1.359736525307797,4.354995000000001,1575240.0,5181898.0
197,868,0.11999,0.32499,1.40999,1577577.0,5181864.0
197,872,0.31,0.18299,0.99,1577915.0,5181880.0
197,874,0.35466,1.72431203374373,1.307996666666667,1578129.6666666667,5181852.333333333
198,655,44.69499,1.15299,56.25999,1556215.0,5181729.0
198,764,9.810992,2.122578440492476,11.095994,1567139.0,5181718.0
198,771,8.716995000000002,1.291236525307797,10.5124975,1567858.25,5181763.0
198,772,8.659994285714289,2.205118329099081,10.56285,1567936.0,5181748.857142856
198,775,8.021995,0.086495,9.449995,1568279.5,5181770.999999999
198,785,6.92466,1.728978700410397,8.654995000000001,1569239.6666666667,5181750.333333333
198,800,5.212196,1.550279830369357,6.161996,1570730.4,5181733.199999999
198,802,5.216866250000002,2.212538919288645,5.661245000000002,1570946.625,5181759.25
198,808,4.651490000000002,1.326231525307797,5.380000000000002,1571526.0,5181743.0
198,813,3.2749925,2.222537669288645,4.45124375,1572058.0,5181764.125
198,814,3.296425714285715,2.190546900527653,4.459995714285715,1572157.1428571427,5181736.571428572
198,820,0.43,1.730645367077063,2.839996666666667,1572743.3333333333,5181738.666666666
198,824,0.394995,1.379236525307797,2.07499,1573147.0,5181744.5
198,826,-0.125,1.354731525307797,1.864995,1573325.0,5181768.499999999
198,827,0.437,2.038578440492476,1.417992,1573460.6,5181777.8
198,829,0.36999,1.365231525307797,2.389995,1573687.0,5181776.5
198,834,-0.096666666666667,1.745645367077063,1.443326666666667,1574174.0,5181731.666666666
198,839,0.309993333333333,1.73831203374373,2.033326666666667,1574676.6666666667,5181745.333333333
198,840,1.66125,1.939352287961696,3.10749,1574787.0,5181719.500000001
198,849,2.721663333333333,1.756315367077064,4.476663333333334,1575647.6666666667,5181739.333333333
198,867,-0.595,1.420736525307798,1.399995,1577423.5,5181784.5
198,868,-0.055005,1.434231525307797,1.52999,1577522.5,5181745.5
198,870,-0.576663333333333,1.821315367077063,1.466663333333334,1577705.3333333335,5181706.333333333
199,769,9.1974925,1.938102287961696,10.9449925,1567646.5,5181649.5
199,778,7.607497500000002,1.338234025307797,9.2599925,1568541.5,5181649.0
199,784,6.784996000000002,2.068178440492476,8.963992000000003,1569149.0,5181646.4
199,812,3.879995,1.943854787961696,4.4799925,1571958.25,5181680.25
199,819,1.269995,2.130394208846329,3.228325,1572635.5,5181645.833333333
199,821,0.2062425,0.798113262653899,1.5774925,1572854.25,5181663.5
199,828,-0.046663333333333,1.74198203374373,1.703323333333334,1573557.3333333333,5181665.666666666
199,831,0.43,1.360736525307797,2.30499,1573884.0000000002,5181637.5
199,833,-0.11,1.383731525307797,1.97,1574004.5,5181670.5
199,853,1.720326666666667,0.989154350205198,3.57999,1576079.3333333333,5181661.333333333
199,875,0.517,0.14699,1.197,1578222.0,5181674.0
200,766,10.3782425,1.365234025307797,11.207495000000002,1567342.25,5181565.25
200,770,8.934996000000002,2.048376440492476,10.821996,1567725.8,5181548.0
200,783,7.09954090909091,2.096567950503669,8.820903636363639,1569054.0,5181550.181818182
200,785,6.613576666666668,2.132975875512996,8.218327500000003,1569247.6666666667,5181545.333333333
200,800,4.673996000000002,2.020576440492476,5.60599,1570755.4,5181531.2
200,803,5.167578333333334,2.117309208846329,5.724993333333334,1571047.0,5181559.249999999
200,809,3.996994,2.030976440492476,5.109992,1571635.2,5181568.4
200,811,3.248496666666667,1.73031203374373,4.939996666666668,1571825.3333333335,5181540.5
200,818,1.3899925,1.356234025307797,3.48499,1572558.5,5181544.499999999
200,822,0.0745,1.333731525307798,2.4795,1572911.5,5181581.499999999
200,824,0.52499,1.356236525307798,2.609995,1573171.0,5181557.5
200,825,0.339995,1.351231525307797,2.21,1573242.5,5181590.5
200,829,-0.210005,1.352736525307797,2.140000000000001,1573693.0,5181571.5
200,831,0.106666666666667,1.73048203374373,1.878328333333333,1573834.8333333333,5181563.166666666
200,835,0.6305,0.118995,1.94,1574252.0000000002,5181514.999999999
200,857,1.08961,2.151861812059349,2.218455384615385,1576430.5384615385,5181542.076923077
200,866,0.446,0.21999,1.08,1577400.0,5181504.0
200,867,-0.098745,1.388734025307797,1.1374975,1577425.0,5181536.0
201,643,43.52,2.068,60.36999000000001,1555069.0,5181429.000000001
201,646,45.63999,2.651,62.419990000000006,1555369.0,5181499.0
201,717,16.107137142857145,1.84598317178034,29.96571,1562463.4285714286,5181459.714285715
201,775,7.72749875,2.217038919288645,8.864995,1568256.125,5181452.0
201,777,7.49136,2.308248227832359,8.670904545454546,1568442.818181818,5181440.909090909
201,789,5.884121250000002,1.925477287961696,7.162495000000002,1569654.5,5181456.5
201,808,4.479898095238095,2.291379426747443,5.538092380952382,1571557.7142857143,5181435.333333332
201,820,0.406663333333333,1.771315367077063,2.229993333333333,1572762.3333333333,5181429.333333333
201,821,0.563998,1.663681830369357,1.64999,1572868.4,5181452.8
201,823,1.27499,0.09899,3.44,1573068.0000000002,5181478.0
201,838,1.487996666666667,0.941154350205198,3.386666666666667,1574550.0,5181426.666666666
201,841,2.163996,2.056976440492476,4.423998,1574862.2,5181468.8
201,844,3.309083636363637,2.308429136923268,5.92181,1575140.2727272727,5181448.363636363
201,875,0.555995,0.27699,1.160995,1578225.5,5181452.0
202,777,7.074996000000002,2.289025745554035,8.105992000000002,1568444.8,5181342.8
202,779,7.277996,2.278324745554035,8.262995,1568645.6,5181359.9
202,787,5.918290000000002,2.247004456425525,7.155878823529414,1569459.2352941176,5181346.529411765
202,806,4.93999,0.919491016871865,5.29666,1571358.3333333333,5181354.333333333
202,817,1.34424,1.353236525307797,3.5249975,1572472.5,5181322.0
202,819,0.3045,1.400731525307797,1.804495,1572693.5,5181312.5
202,822,2.24,0.1,2.36999,1573000.0,5181381.0
202,824,1.015,1.622231525307798,2.965,1573142.0,5181330.0
202,830,0.153565714285714,2.197261186241938,1.922852857142857,1573757.857142857,5181319.57142857
202,842,3.266996666666667,1.016154350205198,4.809993333333334,1574947.0,5181358.333333333
202,845,3.27124625,1.659044406634747,5.5562475,1575265.375,5181366.875
202,850,3.029995,2.143060875512996,4.87333,1575731.0,5181382.666666666
202,853,2.65333,1.742978700410396,4.046663333333334,1576033.6666666667,5181377.0
202,858,1.327,1.376986525307797,2.542495,1576596.25,5181338.75
203,776,6.823163333333334,1.710148700410397,8.381661666666668,1568321.0,5181274.833333333
203,779,6.613370000000002,1.671919406634747,7.7899975,1568640.375,5181256.499999999
203,781,6.997495000000002,0.123,8.649990000000003,1568867.9999999995,5181281.5
203,787,5.620863043478262,2.425625961458396,7.056081304347828,1569462.8695652173,5181264.391304348
203,790,5.428500000000002,0.1385,6.00499,1569780.5,5181201.0
203,798,3.026663333333333,1.775648700410397,5.586663333333334,1570596.6666666667,5181258.333333333
203,806,3.842495,1.369231525307797,5.23,1571314.0,5181279.0
203,810,3.343745,1.971854787961696,5.204995,1571746.0,5181216.25
203,816,1.565711428571429,2.207404043384796,3.945708571428572,1572363.1428571427,5181232.571428572
203,817,1.0812425,2.009102287961696,3.0524975,1572420.25,5181232.25
203,821,0.804995,1.422731525307798,1.97,1572870.0,5181207.500000001
203,827,0.445823333333333,1.431733191974464,2.301656666666667,1573421.0,5181220.0
203,828,0.902495,1.382736525307797,1.814995,1573519.0,5181221.5
203,829,0.54499,1.363736525307797,2.364995,1573689.0,5181227.5
